eps11,eps22,eps33,eps12,eps13,eps23,sig11,sig22,sig33,sig12,sig13,sig23,loading_case
-0.000483888,0.001078611,-0.000483616,1.15E-017,1.03E-017,-0.000000000234,-0.2721493,0.07911542,0.062627554,-0.00000000000418,0.00000000000225,0.000000000623,2
-0.000742889,0.0016576,-0.000742205,-2.5E-017,2.2E-017,0.000000000714,-0.4182752,0.12101269,0.09567812,0.00000000000623,0.00000000000333,0.000000000487,2
-0.001131383,0.002528071,-0.001129819,-1.96E-017,6.25E-017,0.000000000176,-0.63807005,0.18328758,0.14464568,0.00000000000267,0.0000000000064,0.00000000103,2
-0.001714083,0.003838584,-0.001710657,-2.09E-016,-6.49E-016,-0.000000000016,-0.9691061,0.27538726,0.21670532,0.0000000000222,-0.0000000000431,-0.00000000037,2
-0.00258826,0.005815325,-0.002580236,-1.33E-015,-1.35E-015,-0.00000000161,-1.4687299,0.4106021,0.32169384,0.0000000000872,-0.0000000000633,-0.00000000201,2
-0.003899217,0.008805411,-0.003880979,5.06E-015,-4.13E-016,0.00000000194,-2.2249787,0.6068021,0.47222954,-0.000000000236,-0.00000000000867,-0.000000000254,2
-0.005866002,0.013346052,-0.005823561,0.0000000000000182,0.0000000000000224,0.00000000656,-3.3745577,0.886411,0.68227273,-0.000000000569,0.000000000432,0.00000000686,2
-0.008815933,0.020279018,-0.008716716,-0.0000000000000294,-0.0000000000000441,0.00000000189,-5.1334424,1.2726939,0.9621013,0.000000000619,-0.000000000555,-0.00000000149,2
-0.013241396,0.030966518,-0.013004642,-0.0000000000000997,-5.8E-015,0.0000000024,-7.581514,1.777952,1.3024793,0.00000000134,0.000000000183,0.0000000146,2
-0.019878754,0.047632772,-0.0192972,4.58E-017,1.86E-017,-0.00000000129,-11.289916,2.3713684,1.6346456,-0.000000000000328,0.0000000000000665,0.0000000113,2
-0.029836057,0.074051656,-0.028330103,5.94E-017,-2.11E-015,-0.0000000115,-17.093744,2.8966184,1.7302061,-0.000000000000706,-0.00000000000707,0.0000000263,2
-0.03410576,0.0859079,-0.032015856,3.54E-016,5.3E-016,0.000000000341,-19.946774,2.9901676,1.6207573,-0.00000000000198,0.00000000000143,0.0000000122,2
